StudentID,Grade,Term,FeesDue,FeesPaid,PaymentStatus,PaymentDate,Balance,DaysLate
SM2813,Form 3,Term 3,605,700,Paid,2026-01-12,0,0
SM2814,Form 1,Term 3,378,644,Unpaid,2026-01-28,0,0
SM2815,Form 1,Term 2,661,705,Unpaid,2026-02-21,0,0
SM2816,Form 4,Term 2,824,139,Paid,2026-04-14,685,0
SM2817,Form 1,Term 1,262,504,Paid,2026-01-27,0,0
SM2818,Form 1,Term 2,722,364,Late,2026-01-10,358,15
SM2819,Form 1,Term 1,666,434,Paid,2026-04-29,232,0
SM2820,Form 3,Term 2,896,870,Partial,2026-04-20,26,0
SM2821,Form 2,Term 2,268,82,Paid,2026-02-19,186,0
SM2822,Form 2,Term 1,292,476,Unpaid,2026-02-28,0,0
SM2823,Form 2,Term 3,846,616,Partial,2026-02-15,230,0
SM2824,Form 4,Term 1,338,259,Late,2026-04-16,79,12
SM2825,Form 1,Term 3,442,675,Late,2026-04-27,0,28
SM2826,Form 4,Term 3,888,68,Paid,2026-04-01,820,0
SM2827,Form 4,Term 3,446,374,Paid,2026-04-02,72,0
SM2828,Form 5,Term 2,633,779,Paid,2026-04-08,0,0
SM2829,Form 2,Term 1,662,292,Paid,2026-03-22,370,0
SM2830,Form 1,Term 1,492,123,Unpaid,2026-02-05,369,0
SM2831,Form 5,Term 3,472,805,Unpaid,2026-04-19,0,0
SM2832,Form 3,Term 2,488,806,Unpaid,2026-04-20,0,0
SM2833,Form 1,Term 1,765,152,Late,2026-03-30,613,28
SM2834,Form 2,Term 3,565,174,Unpaid,2026-03-12,391,0
SM2835,Form 2,Term 3,268,544,Paid,2026-03-03,0,0
SM2836,Form 2,Term 2,509,146,Paid,2026-02-20,363,0
SM2837,Form 5,Term 1,573,329,Paid,2026-01-31,244,0
SM2838,Form 2,Term 1,707,117,Unpaid,2026-04-28,590,0
SM2839,Form 1,Term 3,844,509,Partial,2026-02-02,335,0
SM2840,Form 6,Term 2,329,677,Unpaid,2026-01-31,0,0
SM2841,Form 1,Term 1,767,654,Paid,2026-01-23,113,0
SM2842,Form 1,Term 2,350,332,Partial,2026-01-16,18,0
SM2843,Form 2,Term 2,730,238,Paid,2026-04-17,492,0
SM2844,Form 3,Term 3,720,895,Paid,2026-03-17,0,0
SM2845,Form 6,Term 3,862,604,Paid,2026-03-07,258,0
SM2846,Form 5,Term 3,859,508,Paid,2026-02-17,351,0
SM2847,Form 1,Term 3,796,66,Partial,2026-04-16,730,0
SM2848,Form 6,Term 2,570,786,Late,2026-03-05,0,9
SM2849,Form 2,Term 2,252,222,Paid,2026-01-27,30,0
SM2850,Form 2,Term 3,731,894,Paid,2026-02-25,0,0
SM2851,Form 3,Term 1,878,250,Unpaid,2026-01-06,628,0
SM2852,Form 3,Term 3,413,462,Paid,2026-01-13,0,0
SM2853,Form 6,Term 1,511,631,Late,2026-03-03,0,18
SM2854,Form 4,Term 2,373,149,Paid,2026-03-04,224,0
SM2855,Form 3,Term 3,262,55,Late,2026-03-16,207,16
SM2856,Form 4,Term 1,293,829,Paid,2026-01-22,0,0
SM2857,Form 3,Term 2,653,767,Partial,2026-02-17,0,0
SM2858,Form 2,Term 3,754,427,Paid,2026-01-01,327,0
SM2859,Form 1,Term 3,715,372,Paid,2026-02-20,343,0
SM2860,Form 2,Term 3,412,476,Partial,2026-01-26,0,0
SM2861,Form 4,Term 2,871,723,Paid,2026-01-04,148,0
SM2862,Form 1,Term 2,824,602,Paid,2026-04-18,222,0
SM2863,Form 1,Term 2,592,555,Paid,2026-02-26,37,0
SM2864,Form 4,Term 2,673,324,Partial,2026-03-10,349,0
SM2865,Form 1,Term 3,298,255,Paid,2026-01-30,43,0
SM2866,Form 1,Term 3,288,486,Paid,2026-01-23,0,0
SM2867,Form 2,Term 3,833,889,Unpaid,2026-02-25,0,0
SM2868,Form 2,Term 1,436,267,Late,2026-03-03,169,22
SM2869,Form 3,Term 1,566,214,Paid,2026-04-11,352,0
SM2870,Form 2,Term 3,324,118,Unpaid,2026-04-13,206,0
SM2871,Form 6,Term 2,266,201,Late,2026-02-06,65,2
SM2872,Form 1,Term 2,667,157,Paid,2026-01-11,510,0
SM2873,Form 1,Term 2,411,352,Paid,2026-02-04,59,0
SM2874,Form 3,Term 1,264,515,Partial,2026-01-28,0,0
SM2875,Form 3,Term 2,758,881,Paid,2026-01-20,0,0
SM2876,Form 1,Term 2,703,441,Late,2026-03-28,262,26
SM2877,Form 3,Term 3,567,609,Paid,2026-04-04,0,0
SM2878,Form 3,Term 1,576,809,Partial,2026-01-02,0,0
SM2879,Form 4,Term 3,845,831,Paid,2026-03-11,14,0
SM2880,Form 3,Term 1,753,31,Paid,2026-04-26,722,0
SM2881,Form 6,Term 1,744,20,Unpaid,2026-03-18,724,0
SM2882,Form 1,Term 2,251,464,Late,2026-03-10,0,5
SM2883,Form 1,Term 2,716,650,Partial,2026-04-15,66,0
SM2884,Form 1,Term 3,637,862,Unpaid,2026-03-28,0,0
SM2885,Form 2,Term 3,459,54,Paid,2026-02-13,405,0
SM2886,Form 1,Term 2,677,818,Paid,2026-04-21,0,0
SM2887,Form 1,Term 3,283,689,Paid,2026-02-19,0,0
SM2888,Form 4,Term 3,467,129,Partial,2026-03-09,338,0
SM2889,Form 1,Term 3,644,867,Unpaid,2026-01-05,0,0
SM2890,Form 3,Term 3,700,625,Paid,2026-01-21,75,0
SM2891,Form 1,Term 1,874,266,Paid,2026-03-21,608,0
SM2892,Form 1,Term 3,575,332,Paid,2026-03-05,243,0
SM2893,Form 1,Term 3,794,310,Unpaid,2026-04-07,484,0
SM2894,Form 5,Term 1,525,197,Paid,2026-04-25,328,0
SM2895,Form 1,Term 1,305,609,Unpaid,2026-04-05,0,0
SM2896,Form 3,Term 3,526,396,Paid,2026-04-10,130,0
SM2897,Form 2,Term 1,340,4,Unpaid,2026-01-18,336,0
SM2898,Form 1,Term 3,814,396,Unpaid,2026-02-09,418,0
SM2899,Form 3,Term 1,784,492,Paid,2026-03-15,292,0
SM2900,Form 1,Term 1,544,250,Late,2026-02-13,294,2
SM2901,Form 1,Term 1,371,595,Unpaid,2026-01-27,0,0
SM2902,Form 2,Term 1,334,79,Paid,2026-01-22,255,0
SM2903,Form 2,Term 3,612,329,Paid,2026-04-03,283,0
SM2904,Form 2,Term 1,674,107,Partial,2026-02-01,567,0
SM2905,Form 1,Term 3,430,551,Paid,2026-04-16,0,0
SM2906,Form 3,Term 1,687,315,Paid,2026-03-10,372,0
SM2907,Form 6,Term 2,839,207,Paid,2026-03-15,632,0
SM2908,Form 4,Term 1,783,474,Paid,2026-03-28,309,0
SM2909,Form 2,Term 1,359,710,Paid,2026-04-30,0,0
SM2910,Form 4,Term 1,253,565,Paid,2026-02-17,0,0
SM2911,Form 1,Term 3,392,75,Partial,2026-01-30,317,0
SM2912,Form 6,Term 1,373,697,Paid,2026-03-09,0,0
SM2913,Form 2,Term 1,272,467,Unpaid,2026-01-04,0,0
SM2914,Form 2,Term 1,386,773,Partial,2026-01-09,0,0
SM2915,Form 6,Term 3,279,259,Paid,2026-03-15,20,0
SM2916,Form 3,Term 2,603,119,Paid,2026-01-10,484,0
SM2917,Form 2,Term 3,296,882,Unpaid,2026-04-10,0,0
SM2918,Form 1,Term 3,334,297,Partial,2026-03-29,37,0
SM2919,Form 2,Term 1,840,763,Unpaid,2026-01-16,77,0
SM2920,Form 1,Term 1,267,729,Paid,2026-02-19,0,0
SM2921,Form 5,Term 2,649,819,Paid,2026-01-28,0,0
SM2922,Form 3,Term 1,716,215,Paid,2026-01-19,501,0
SM2923,Form 1,Term 3,795,852,Paid,2026-03-27,0,0
SM2924,Form 1,Term 3,434,855,Paid,2026-03-02,0,0
SM2925,Form 2,Term 3,630,360,Paid,2026-01-19,270,0
SM2926,Form 6,Term 3,876,495,Partial,2026-03-15,381,0
SM2927,Form 1,Term 2,628,827,Partial,2026-02-05,0,0
SM2928,Form 1,Term 1,435,10,Late,2026-04-04,425,24
SM2929,Form 2,Term 2,670,841,Paid,2026-03-16,0,0
SM2930,Form 4,Term 1,616,650,Paid,2026-02-20,0,0
SM2931,Form 6,Term 3,441,334,Paid,2026-02-02,107,0
SM2932,Form 3,Term 1,541,739,Paid,2026-01-30,0,0
SM2933,Form 2,Term 2,371,782,Unpaid,2026-02-27,0,0
SM2934,Form 1,Term 2,551,297,Partial,2026-04-01,254,0
SM2935,Form 3,Term 2,822,151,Partial,2026-04-07,671,0
SM2936,Form 1,Term 2,589,259,Unpaid,2026-04-08,330,0
SM2937,Form 2,Term 3,297,714,Partial,2026-01-28,0,0
SM2938,Form 2,Term 2,748,271,Late,2026-03-26,477,16
SM2939,Form 1,Term 2,342,677,Unpaid,2026-01-10,0,0
SM2940,Form 2,Term 3,423,417,Paid,2026-02-06,6,0
SM2941,Form 4,Term 3,352,379,Partial,2026-01-22,0,0
SM2942,Form 1,Term 3,292,538,Paid,2026-02-22,0,0
SM2943,Form 5,Term 2,720,370,Unpaid,2026-02-07,350,0
SM2944,Form 1,Term 3,285,68,Unpaid,2026-02-11,217,0
SM2945,Form 6,Term 1,457,763,Late,2026-04-14,0,1
SM2946,Form 3,Term 3,389,449,Paid,2026-01-06,0,0
SM2947,Form 2,Term 2,637,594,Paid,2026-04-18,43,0
SM2948,Form 1,Term 1,744,169,Paid,2026-04-27,575,0
SM2949,Form 1,Term 3,703,172,Unpaid,2026-04-22,531,0
SM2950,Form 3,Term 2,881,171,Paid,2026-03-13,710,0
SM2951,Form 2,Term 3,627,112,Late,2026-02-16,515,28
SM2952,Form 3,Term 1,681,254,Paid,2026-04-13,427,0
SM2953,Form 3,Term 3,454,249,Paid,2026-04-13,205,0
SM2954,Form 2,Term 2,860,238,Unpaid,2026-04-16,622,0
SM2955,Form 3,Term 3,474,441,Late,2026-01-23,33,10
SM2956,Form 1,Term 3,299,128,Partial,2026-04-11,171,0
SM2957,Form 4,Term 3,686,136,Paid,2026-02-28,550,0
SM2958,Form 1,Term 2,272,161,Paid,2026-04-08,111,0
SM2959,Form 2,Term 1,696,344,Paid,2026-01-23,352,0
SM2960,Form 2,Term 2,395,435,Paid,2026-04-19,0,0
SM2961,Form 1,Term 3,747,397,Paid,2026-03-28,350,0
SM2962,Form 2,Term 2,561,140,Paid,2026-02-21,421,0
SM2963,Form 3,Term 1,595,309,Paid,2026-02-18,286,0
SM2964,Form 2,Term 2,298,730,Paid,2026-01-17,0,0
SM2965,Form 2,Term 1,821,225,Paid,2026-02-25,596,0
SM2966,Form 3,Term 3,709,268,Partial,2026-01-10,441,0
SM2967,Form 3,Term 2,520,64,Paid,2026-03-17,456,0
SM2968,Form 2,Term 1,465,212,Paid,2026-02-11,253,0
SM2969,Form 2,Term 2,713,632,Unpaid,2026-04-27,81,0
SM2970,Form 2,Term 1,517,105,Paid,2026-04-26,412,0
SM2971,Form 1,Term 2,599,723,Partial,2026-03-10,0,0
SM2972,Form 4,Term 3,558,463,Partial,2026-02-01,95,0
SM2973,Form 6,Term 3,416,432,Unpaid,2026-03-12,0,0
SM2974,Form 2,Term 3,719,106,Late,2026-01-19,613,17
SM2975,Form 3,Term 3,530,288,Paid,2026-04-05,242,0
SM2976,Form 2,Term 2,720,849,Partial,2026-03-25,0,0
SM2977,Form 3,Term 1,486,675,Partial,2026-04-10,0,0
SM2978,Form 1,Term 3,375,812,Unpaid,2026-02-24,0,0
SM2979,Form 3,Term 1,584,729,Paid,2026-03-07,0,0
SM2980,Form 6,Term 2,883,813,Paid,2026-01-05,70,0
SM2981,Form 1,Term 1,724,592,Paid,2026-03-10,132,0
SM2982,Form 4,Term 2,409,115,Paid,2026-02-14,294,0
SM2983,Form 2,Term 1,290,31,Unpaid,2026-01-13,259,0
SM2984,Form 1,Term 3,509,201,Paid,2026-02-14,308,0
SM2985,Form 2,Term 2,540,636,Unpaid,2026-01-14,0,0
SM2986,Form 1,Term 2,291,82,Paid,2026-04-20,209,0
SM2987,Form 1,Term 1,487,268,Partial,2026-04-04,219,0
SM2988,Form 3,Term 1,696,876,Unpaid,2026-02-12,0,0
SM2989,Form 4,Term 2,353,122,Paid,2026-02-28,231,0
SM2990,Form 4,Term 1,360,240,Paid,2026-03-28,120,0
SM2991,Form 3,Term 1,455,81,Unpaid,2026-03-31,374,0
SM2992,Form 4,Term 3,883,262,Partial,2026-02-10,621,0
SM2993,Form 1,Term 2,758,131,Paid,2026-03-17,627,0
SM2994,Form 2,Term 3,533,887,Paid,2026-02-01,0,0
SM2995,Form 1,Term 1,386,262,Late,2026-02-13,124,6
SM2996,Form 2,Term 1,710,678,Paid,2026-02-05,32,0
SM2997,Form 2,Term 3,671,228,Partial,2026-02-09,443,0
SM2998,Form 4,Term 1,403,580,Paid,2026-01-19,0,0
SM2999,Form 1,Term 3,357,187,Partial,2026-04-23,170,0
SM3000,Form 4,Term 1,595,382,Paid,2026-02-09,213,0
SM3001,Form 5,Term 2,798,765,Partial,2026-04-20,33,0
SM3002,Form 2,Term 2,310,818,Paid,2026-01-21,0,0
SM3003,Form 1,Term 3,357,532,Paid,2026-03-04,0,0
SM3004,Form 6,Term 3,566,169,Paid,2026-01-23,397,0
SM3005,Form 1,Term 3,315,857,Partial,2026-03-26,0,0
SM3006,Form 2,Term 3,478,783,Partial,2026-01-04,0,0
SM3007,Form 2,Term 3,319,478,Partial,2026-02-17,0,0
SM3008,Form 2,Term 1,724,694,Paid,2026-04-04,30,0
SM3009,Form 4,Term 3,301,95,Paid,2026-02-12,206,0
SM3010,Form 2,Term 1,694,855,Late,2026-02-12,0,3
SM3011,Form 1,Term 1,538,663,Paid,2026-02-05,0,0
SM3012,Form 4,Term 2,886,221,Paid,2026-04-01,665,0
SM3013,Form 2,Term 3,806,830,Paid,2026-01-09,0,0
SM3014,Form 4,Term 1,280,28,Partial,2026-04-15,252,0
SM3015,Form 1,Term 3,257,785,Paid,2026-04-08,0,0
SM3016,Form 2,Term 2,497,720,Paid,2026-04-23,0,0
SM3017,Form 4,Term 3,876,791,Paid,2026-03-05,85,0
SM3018,Form 2,Term 1,367,169,Paid,2026-03-13,198,0
SM3019,Form 5,Term 1,296,78,Paid,2026-01-14,218,0
SM3020,Form 1,Term 1,313,514,Paid,2026-02-23,0,0
SM3021,Form 2,Term 2,663,114,Paid,2026-03-16,549,0
SM3022,Form 5,Term 2,332,371,Paid,2026-01-03,0,0
SM3023,Form 2,Term 3,319,40,Partial,2026-03-10,279,0
SM3024,Form 2,Term 1,264,733,Paid,2026-01-06,0,0
SM3025,Form 5,Term 3,435,569,Partial,2026-01-08,0,0
SM3026,Form 5,Term 1,533,851,Unpaid,2026-04-23,0,0
SM3027,Form 1,Term 2,470,85,Paid,2026-04-10,385,0
SM3028,Form 2,Term 1,661,255,Paid,2026-02-22,406,0
SM3029,Form 4,Term 3,560,275,Unpaid,2026-04-29,285,0
SM3030,Form 1,Term 3,431,176,Paid,2026-01-18,255,0
SM3031,Form 2,Term 1,311,205,Paid,2026-01-26,106,0
SM3032,Form 1,Term 3,390,39,Paid,2026-02-20,351,0
SM3033,Form 4,Term 3,532,556,Paid,2026-04-26,0,0
SM3034,Form 4,Term 1,827,536,Paid,2026-04-28,291,0
SM3035,Form 5,Term 3,861,557,Paid,2026-01-14,304,0
SM3036,Form 1,Term 1,626,580,Unpaid,2026-03-19,46,0
SM3037,Form 6,Term 2,387,550,Partial,2026-02-09,0,0
SM3038,Form 6,Term 1,756,514,Partial,2026-03-23,242,0
SM3039,Form 2,Term 1,316,354,Partial,2026-03-31,0,0
SM3040,Form 2,Term 2,469,821,Paid,2026-01-03,0,0
SM3041,Form 5,Term 3,834,844,Partial,2026-04-17,0,0
SM3042,Form 5,Term 2,509,69,Unpaid,2026-03-20,440,0
SM3043,Form 6,Term 1,299,725,Unpaid,2026-01-03,0,0
SM3044,Form 5,Term 1,272,474,Unpaid,2026-04-03,0,0
SM3045,Form 1,Term 2,892,286,Paid,2026-02-14,606,0
SM3046,Form 4,Term 1,744,100,Paid,2026-01-07,644,0
SM3047,Form 1,Term 1,718,579,Partial,2026-02-09,139,0
SM3048,Form 3,Term 3,683,743,Paid,2026-01-24,0,0
SM3049,Form 5,Term 1,353,804,Paid,2026-02-11,0,0
SM3050,Form 5,Term 2,383,504,Paid,2026-01-23,0,0
SM3051,Form 5,Term 1,744,584,Paid,2026-03-29,160,0
SM3052,Form 2,Term 2,634,703,Paid,2026-03-31,0,0
SM3053,Form 5,Term 1,785,574,Partial,2026-04-02,211,0
SM3054,Form 3,Term 3,254,668,Paid,2026-03-18,0,0
SM3055,Form 4,Term 2,575,564,Partial,2026-03-30,11,0
SM3056,Form 2,Term 1,517,501,Paid,2026-03-16,16,0
SM3057,Form 1,Term 2,406,85,Paid,2026-02-20,321,0
SM3058,Form 2,Term 1,483,651,Paid,2026-03-30,0,0
SM3059,Form 2,Term 3,418,187,Paid,2026-03-08,231,0
SM3060,Form 4,Term 2,669,142,Partial,2026-03-17,527,0
SM3061,Form 2,Term 3,583,298,Paid,2026-04-03,285,0
SM3062,Form 2,Term 2,883,239,Paid,2026-02-06,644,0
SM3063,Form 5,Term 3,335,781,Unpaid,2026-04-17,0,0
SM3064,Form 4,Term 2,693,398,Paid,2026-03-30,295,0
SM3065,Form 3,Term 2,298,755,Partial,2026-03-06,0,0
SM3066,Form 3,Term 1,429,344,Partial,2026-04-19,85,0
SM3067,Form 3,Term 3,409,313,Paid,2026-01-13,96,0
SM3068,Form 3,Term 3,891,849,Paid,2026-02-21,42,0
SM3069,Form 3,Term 1,358,76,Late,2026-04-11,282,19
SM3070,Form 2,Term 3,610,429,Paid,2026-02-20,181,0
SM3071,Form 1,Term 1,346,893,Partial,2026-03-23,0,0
SM3072,Form 1,Term 1,265,643,Unpaid,2026-02-12,0,0
SM3073,Form 6,Term 2,874,663,Paid,2026-03-02,211,0
SM3074,Form 2,Term 3,301,871,Paid,2026-03-16,0,0
SM3075,Form 5,Term 3,308,150,Paid,2026-04-17,158,0
SM3076,Form 2,Term 2,430,260,Unpaid,2026-02-10,170,0
SM3077,Form 1,Term 1,324,678,Paid,2026-01-13,0,0
SM3078,Form 3,Term 2,641,0,Paid,2026-03-10,641,0
SM3079,Form 6,Term 3,387,775,Paid,2026-01-24,0,0
SM3080,Form 5,Term 3,819,700,Late,2026-04-12,119,19
SM3081,Form 4,Term 3,676,104,Partial,2026-01-21,572,0
SM3082,Form 6,Term 1,871,443,Unpaid,2026-03-02,428,0
SM3083,Form 1,Term 3,755,468,Late,2026-04-03,287,29
SM3084,Form 2,Term 2,566,574,Partial,2026-04-11,0,0
SM3085,Form 2,Term 1,709,231,Paid,2026-03-18,478,0
SM3086,Form 4,Term 3,430,135,Paid,2026-04-16,295,0
SM3087,Form 2,Term 3,268,614,Paid,2026-04-30,0,0
SM3088,Form 4,Term 1,463,496,Paid,2026-03-18,0,0
SM3089,Form 4,Term 3,376,307,Paid,2026-04-14,69,0
SM3090,Form 1,Term 2,388,206,Paid,2026-01-17,182,0
SM3091,Form 3,Term 1,312,815,Paid,2026-02-24,0,0
SM3092,Form 2,Term 3,844,599,Paid,2026-01-22,245,0
SM3093,Form 4,Term 3,387,125,Paid,2026-03-07,262,0
SM3094,Form 3,Term 1,508,276,Paid,2026-03-02,232,0
SM3095,Form 1,Term 2,426,279,Paid,2026-03-23,147,0
SM3096,Form 3,Term 1,475,304,Paid,2026-01-14,171,0
SM3097,Form 3,Term 3,342,527,Partial,2026-03-15,0,0
SM3098,Form 1,Term 2,783,56,Paid,2026-01-04,727,0
SM3099,Form 3,Term 3,710,723,Paid,2026-04-28,0,0
SM3100,Form 3,Term 3,647,798,Paid,2026-04-04,0,0
SM3101,Form 3,Term 1,836,785,Paid,2026-01-08,51,0
SM3102,Form 3,Term 1,880,804,Late,2026-03-26,76,10
SM3103,Form 3,Term 2,765,48,Paid,2026-03-30,717,0
SM3104,Form 3,Term 1,504,61,Paid,2026-01-20,443,0
SM3105,Form 1,Term 3,424,550,Paid,2026-04-01,0,0
SM3106,Form 2,Term 1,500,357,Paid,2026-02-20,143,0
SM3107,Form 3,Term 3,467,62,Unpaid,2026-04-02,405,0
SM3108,Form 1,Term 1,577,72,Partial,2026-02-01,505,0
SM3109,Form 4,Term 1,559,750,Late,2026-04-19,0,24
SM3110,Form 3,Term 2,526,224,Paid,2026-03-21,302,0
SM3111,Form 2,Term 3,722,646,Paid,2026-04-12,76,0
SM3112,Form 2,Term 3,497,752,Paid,2026-02-04,0,0
SM3113,Form 1,Term 1,772,474,Partial,2026-04-30,298,0
SM3114,Form 2,Term 2,393,838,Unpaid,2026-01-03,0,0
SM3115,Form 5,Term 3,352,804,Paid,2026-04-23,0,0
SM3116,Form 1,Term 3,491,119,Paid,2026-01-05,372,0
SM3117,Form 3,Term 1,729,869,Paid,2026-04-03,0,0
SM3118,Form 2,Term 1,868,397,Unpaid,2026-03-09,471,0
SM3119,Form 5,Term 1,646,376,Paid,2026-01-07,270,0
SM3120,Form 2,Term 2,870,420,Late,2026-01-29,450,4
SM3121,Form 1,Term 3,321,283,Paid,2026-01-24,38,0
SM3122,Form 1,Term 3,755,236,Partial,2026-04-18,519,0
SM3123,Form 3,Term 3,334,734,Late,2026-02-17,0,3
SM3124,Form 1,Term 1,424,176,Paid,2026-01-12,248,0
SM3125,Form 5,Term 3,495,127,Paid,2026-04-07,368,0
SM3126,Form 5,Term 3,824,495,Paid,2026-04-16,329,0
SM3127,Form 1,Term 3,666,224,Paid,2026-03-17,442,0
SM3128,Form 3,Term 2,517,245,Paid,2026-03-31,272,0
SM3129,Form 3,Term 3,764,719,Paid,2026-04-28,45,0
SM3130,Form 1,Term 1,711,198,Paid,2026-01-09,513,0
SM3131,Form 1,Term 1,564,721,Partial,2026-03-08,0,0
SM3132,Form 5,Term 2,861,684,Paid,2026-02-18,177,0
SM3133,Form 3,Term 1,831,331,Late,2026-01-04,500,1
SM3134,Form 4,Term 1,478,182,Paid,2026-01-16,296,0
SM3135,Form 1,Term 3,691,115,Unpaid,2026-01-10,576,0
SM3136,Form 1,Term 2,555,558,Paid,2026-02-10,0,0
SM3137,Form 2,Term 2,651,854,Paid,2026-04-24,0,0
SM3138,Form 1,Term 2,458,553,Paid,2026-03-20,0,0
SM3139,Form 5,Term 3,436,587,Unpaid,2026-02-19,0,0
SM3140,Form 3,Term 1,270,108,Paid,2026-01-27,162,0
SM3141,Form 4,Term 1,787,575,Unpaid,2026-03-22,212,0
SM3142,Form 2,Term 3,537,265,Paid,2026-04-02,272,0
SM3143,Form 1,Term 1,330,649,Paid,2026-04-22,0,0
SM3144,Form 1,Term 3,555,447,Partial,2026-03-08,108,0
SM3145,Form 1,Term 2,347,889,Partial,2026-02-20,0,0
SM3146,Form 5,Term 3,300,890,Partial,2026-03-06,0,0
SM3147,Form 1,Term 3,647,764,Unpaid,2026-04-02,0,0
SM3148,Form 1,Term 3,488,140,Late,2026-03-21,348,6
SM3149,Form 5,Term 3,885,607,Partial,2026-01-17,278,0
SM3150,Form 2,Term 1,683,742,Paid,2026-04-20,0,0
SM3151,Form 3,Term 2,256,87,Late,2026-01-25,169,17
SM3152,Form 2,Term 2,505,567,Unpaid,2026-03-19,0,0
SM3153,Form 2,Term 1,671,306,Paid,2026-03-03,365,0
SM3154,Form 5,Term 2,745,143,Partial,2026-04-04,602,0
SM3155,Form 5,Term 3,605,775,Partial,2026-01-02,0,0
SM3156,Form 2,Term 2,255,711,Unpaid,2026-04-13,0,0
SM3157,Form 2,Term 1,832,398,Paid,2026-03-02,434,0
SM3158,Form 6,Term 2,693,361,Paid,2026-04-04,332,0
SM3159,Form 4,Term 3,305,627,Paid,2026-01-03,0,0
SM3160,Form 3,Term 3,644,672,Paid,2026-03-21,0,0
SM3161,Form 1,Term 3,812,546,Paid,2026-02-01,266,0
SM3162,Form 1,Term 1,870,226,Paid,2026-03-27,644,0
SM3163,Form 3,Term 3,850,585,Partial,2026-03-02,265,0
SM3164,Form 3,Term 1,273,627,Paid,2026-03-04,0,0
SM3165,Form 3,Term 3,663,361,Paid,2026-02-21,302,0
SM3166,Form 2,Term 2,393,39,Paid,2026-04-18,354,0
SM3167,Form 3,Term 2,363,494,Paid,2026-03-25,0,0
SM3168,Form 2,Term 2,254,467,Partial,2026-01-08,0,0
SM3169,Form 6,Term 2,753,28,Late,2026-03-23,725,15
SM3170,Form 3,Term 2,656,620,Partial,2026-03-04,36,0
SM3171,Form 3,Term 2,811,212,Unpaid,2026-04-23,599,0
SM3172,Form 3,Term 3,703,434,Paid,2026-04-08,269,0
SM3173,Form 1,Term 3,495,370,Paid,2026-03-14,125,0
SM3174,Form 4,Term 1,313,783,Paid,2026-04-26,0,0
SM3175,Form 1,Term 2,764,468,Partial,2026-03-09,296,0
SM3176,Form 2,Term 3,532,121,Paid,2026-03-19,411,0
SM3177,Form 1,Term 1,862,462,Paid,2026-03-22,400,0
SM3178,Form 2,Term 1,415,763,Partial,2026-01-29,0,0
SM3179,Form 3,Term 2,345,86,Partial,2026-01-26,259,0
SM3180,Form 4,Term 2,659,573,Paid,2026-04-09,86,0
SM3181,Form 3,Term 1,504,493,Paid,2026-02-11,11,0
SM3182,Form 4,Term 1,645,228,Partial,2026-02-23,417,0
SM3183,Form 2,Term 1,377,136,Unpaid,2026-03-28,241,0
SM3184,Form 1,Term 1,380,877,Late,2026-04-11,0,9
SM3185,Form 4,Term 2,334,580,Late,2026-04-12,0,17
SM3186,Form 3,Term 2,465,173,Paid,2026-03-24,292,0
SM3187,Form 1,Term 3,756,315,Paid,2026-04-13,441,0
SM3188,Form 2,Term 2,288,4,Partial,2026-01-23,284,0
SM3189,Form 2,Term 2,846,879,Partial,2026-01-20,0,0
SM3190,Form 1,Term 3,781,884,Partial,2026-03-19,0,0
SM3191,Form 3,Term 1,793,124,Paid,2026-02-25,669,0
SM3192,Form 1,Term 3,295,82,Paid,2026-02-13,213,0
SM3193,Form 2,Term 3,868,606,Partial,2026-03-14,262,0
SM3194,Form 3,Term 2,769,342,Unpaid,2026-04-12,427,0
SM3195,Form 3,Term 3,823,102,Paid,2026-03-16,721,0
SM3196,Form 3,Term 3,799,665,Partial,2026-01-12,134,0
SM3197,Form 5,Term 1,671,594,Late,2026-04-05,77,15
SM3198,Form 1,Term 2,291,282,Paid,2026-04-28,9,0
SM3199,Form 2,Term 3,897,735,Paid,2026-02-26,162,0
SM3200,Form 1,Term 2,676,257,Unpaid,2026-01-18,419,0
SM3201,Form 6,Term 2,589,440,Unpaid,2026-04-03,149,0
SM3202,Form 2,Term 1,554,811,Partial,2026-01-17,0,0
SM3203,Form 3,Term 3,530,281,Partial,2026-01-06,249,0
SM3204,Form 2,Term 1,273,78,Paid,2026-03-12,195,0
SM3205,Form 1,Term 1,848,413,Paid,2026-02-14,435,0
SM3206,Form 1,Term 2,577,819,Unpaid,2026-01-09,0,0
SM3207,Form 5,Term 1,802,869,Paid,2026-04-07,0,0
SM3208,Form 5,Term 2,770,778,Partial,2026-04-15,0,0
SM3209,Form 2,Term 1,875,629,Paid,2026-01-22,246,0
SM3210,Form 3,Term 3,334,459,Paid,2026-04-25,0,0
SM3211,Form 3,Term 1,388,363,Paid,2026-01-11,25,0
SM3212,Form 3,Term 1,809,521,Paid,2026-01-18,288,0
SM3213,Form 3,Term 1,755,622,Paid,2026-03-13,133,0
SM3214,Form 2,Term 3,852,560,Paid,2026-01-18,292,0
SM3215,Form 1,Term 2,424,107,Partial,2026-02-15,317,0
SM3216,Form 2,Term 3,702,556,Partial,2026-03-01,146,0
SM3217,Form 6,Term 1,770,439,Paid,2026-04-14,331,0
SM3218,Form 1,Term 2,475,709,Late,2026-03-21,0,5
SM3219,Form 1,Term 2,767,833,Partial,2026-01-18,0,0
